"project_id","Activity Created By","Activity Created On","Activity Updated By","Activity Updated On","Objective","Organizations and Project ID","Project Description","Executing Sector","Original Completion Date","Proposed Completion Date","Proposed Start Date","Donor Commitment Date","Donor Group","Donor Type","Funding Organization Id","Type Of Assistance","Primary Sector Sub-Sector","Primary Sector Sub-Sub-Sector","Secondary Sector","Secondary Sector Sub-Sector","Tertiary Sector","Responsible Organization","Executing Agency","Executing Agency Groups","Contracting Agency","Contracting Agency Acronym","Beneficiary Agency","Beneficiary Agency Groups","Final Date for Contracting","Mancomunidad","Implementation Level","Region","Zone","SIAFI Code","Total Costs"
"BAID133","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/05/2013","","ATN/OC-12752-HO (Banco Interamericano de Desarrollo)","La operación permitirá responder de manera dinámica, flexible y conveniente a las necesidades de los países beneficiarios relacionados con los proyectos del Banco.","Autoadministrado por Socio al Desarrollo","","","01/06/2011","01/06/2011","Organismo Internacional","Multilateral","ATN/OC-12752-HO","Donación / No reembolsable","151 - Gobierno y sociedad civil, generales"," ","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado"," ","Banco Interamericano de Desarrollo","Banco Interamericano de Desarrollo","Organismo Internacional"," "," "," "," ",""," ","Country/National"," "," ","","361500"
"87171353075"," ","16/07/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/05/2013","","1651-08 (Agencia Española de Cooperación Internacional para el Desarrollo)","","Sector Público","","","05/12/2008","05/12/2008","España","Bilateral","1651-08"," - Donación / No reembolsable
 - Intereses Devengados"," - 14021 - Abastecimiento de agua, sistemas grandes
 - 410 - Protección del medio ambiente general"," "," - 1 - PROMOCIÓN Y PROTECCIÓN HUMANA
 - 3 - AGROFORESTAL Y TURISMO"," - 15 - Agua y Saneamiento
 - 32 - Recursos Forestal y Ambiente"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Alcaldía de La Ceiba","Alcaldías"," "," ","Alcaldía de La Ceiba","Alcaldías","05/06/2011"," ","Sub-national","R04 - Valle de Lean","La Ceiba","","355778"
"OEIA003","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/05/2013","","S/N (Organización de Estados Iberoamericanos)","","Autoadministrado por Socio al Desarrollo","","","01/01/2010","19/09/2010","España","Bilateral"," ","Donación / No reembolsable","33210 - Política del turismo y gerencia administrativa"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","12 - Educación y Cultura"," ","Organización de Estados Iberoamericanos"," - Organización de Estados Iberoamericanos
 - Secretaría de Educación"," - España
 - Gobierno"," "," "," "," ",""," ","Sub-national"," - R01 - Valle de Sula
 - R03 - Occidente
 - R05 - Valle de Aguán"," - Santa Rita
 - Sonaguera
 - Tela","","65685.759"
"OEIA005","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/05/2013","","S/N (Organización de Estados Iberoamericanos)","","Autoadministrado por Socio al Desarrollo","","","01/01/2010","01/01/2010","España","Bilateral"," ","Donación / No reembolsable","111 - Educación, nivel sin especificar","11110 - Política educativa y gestión","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","12 - Educación y Cultura"," ","Organización de Estados Iberoamericanos"," - Organización de Estados Iberoamericanos
 - Secretaría de Educación"," - España
 - Gobierno"," "," "," "," ",""," ","Sub-national","R11 - El Paraíso","Danlí","","39411.46"
"87171352794"," ","11/07/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/05/2013","","1401-06 (Agencia Española de Cooperación Internacional para el Desarrollo)","","Sector Público","","","17/03/2006","17/03/2006","España","Bilateral","1401-06"," - Donación / No reembolsable
 - Intereses Devengados","430 - Otro multisector","43040 - Desarrollo rural","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","16 - Infraestructura Social"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Secretaría Técnica de Planificación y Cooperación Externa","Gobierno"," "," "," "," ","30/09/2007"," ","Country/National"," "," ","","84354"
"OPSA002","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/05/2013","","S/N (Organización Panamericana de la Salud)","Fortalecer la incorporación de ejes transversales y el abordaje interprogramático e interagencial en la cooperación técnica.","Autoadministrado por Socio al Desarrollo","","","01/01/2010","01/01/2010","Naciones Unidas","Multilateral"," ","Donación / No reembolsable","122 - Salud básica"," - 12240 - Nutrición básica
 - 12250 - Control de enfermedades infecciosas
 - 12261 - Educación sanitaria
 - 12281 - Desarrollo del personal de salud","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","11 - Salud"," ","Organización Panamericana de la Salud","Organización Panamericana de la Salud","Naciones Unidas"," "," "," "," ",""," ","Country/National"," "," ","","249750"
"OPSA007","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/05/2013","","S/N (Organización Panamericana de la Salud)","No aplica","Autoadministrado por Socio al Desarrollo","","","01/01/2010","01/01/2010","Naciones Unidas","Multilateral"," ","Donación / No reembolsable","122 - Salud básica"," - 12220 - Cuidado médico básico
 - 12240 - Nutrición básica
 - 12250 - Control de enfermedades infecciosas
 - 12261 - Educación sanitaria
 - 12262 - Control de la malaria
 - 12263 - Control de la tuberculosis
 - 12281 - Desarrollo del personal de salud","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","11 - Salud"," ","Organización Panamericana de la Salud","Organización Panamericana de la Salud","Naciones Unidas"," "," "," "," ",""," ","Country/National"," "," ","","1000000"
"OEIA020","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/05/2013","","S/N (Organización de Estados Iberoamericanos)","Ofrecida una alternativa de formación y capacitación a jóvenes y adultos mayores de 16 años y de escasos recursos de la comunidad, así como a personal docente y alumnado de los centros de educación básica y/o media, en el uso de las nuevas tecnologías de la información y la comunicación.","Autoadministrado por Socio al Desarrollo","","","01/01/2011","01/01/2011","España","Bilateral"," ","Donación / No reembolsable","112 - Educación básica"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","12 - Educación y Cultura"," ","Organización de Estados Iberoamericanos","Secretaría de Educación","Gobierno"," "," "," "," ",""," ","Country/National"," "," ","","9201.5"
"ACID004","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/05/2013","Implementar los mecanismos institucionales, económicos y sociales que faciliten un desarrollo social estructurado sustentado en el consenso de la totalidad de los actores involucrados (Gobierno local y de la sociedad civil).","2005DEA002 (Agencia Andaluza de Cooperación Internacional para el Desarrollo)","En esta segunda fase de la intervención, es donde se abordará la mayor cantidad de construcción contemplada en el proyecto. Todas estas actividades se enlazan con la continuidad de las mismas en el Programa de Desarrollo del Municipio de Amapala Fase I permitiendo con ello la intervención global e integral en el Municipio de Amapala.","Sector Público","","","01/06/2006"," - 01/01/2006
 - 28/07/2006","España","Bilateral","2005DEA002"," - Donación / No reembolsable
 - Intereses Devengados"," - 16050 - Ayuda multisectora para los servicios sociales básicos
 - 430 - Otro multisector","43030 - Desarrollo urbano y gerencia"," - 1 - PROMOCIÓN Y PROTECCIÓN HUMANA
 - 3 - AGROFORESTAL Y TURISMO
 - 4 - FORTALECIMIENTO INSTITUCIONAL"," - 12 - Educación y Cultura
 - 16 - Infraestructura Social
 - 33 - Actividad Turistica
 - 44 - Descentralización"," ","Agencia Andaluza de Cooperación Internacional para el Desarrollo","Alcaldía de Amapala","Alcaldías"," "," "," "," ",""," ","Sub-national","R13 - Golfo de Fonseca","Amapala","","2659810.56"
"AECD089","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/05/2013","Mejoradas las condiciones de la población fortaleciendo los tejidos sociales, culturales, económico y las capacidades institucionales.","2871-09 (Agencia Española de Cooperación Internacional para el Desarrollo)","Mejoradas las condiciones de la población fortaleciendo los tejidos sociales, culturales, económico y las capacidades institucionales. La población tiene acceso a bienes colectivos y servicios públicos. Mejoradas las capacidades institucionales y organizacionales.","Sector Público","","","05/03/2010","05/03/2010","España","Bilateral","2871-09"," - Donación / No reembolsable
 - Intereses Devengados","16050 - Ayuda multisectora para los servicios sociales básicos"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","16 - Infraestructura Social"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Alcaldía de Jutiapa","Alcaldías"," "," ","Alcaldía de Jutiapa","Alcaldías",""," ","Sub-national","R04 - Valle de Lean","Jutiapa","","136005"
"87171311458","Clara Sierra (csierra@seplan.gob.hn)","25/06/2012","Mario Zavala (mzavala@seplan.gob.hn)","30/08/2013","","S/N (Gobierno de Taiwan)","Compra de materiales para la construcción de cinco aulas para clases, las cuales tendrán un área aproximada de construcción de 280 metros con paredes de ladrillo, piso de mosaico, techo de asbesto y estructuras metálicas con resistencias de columnas de hierro y vigas de concreto, ventanas y puertas de estructuras metálicas y con telas metálicas, iluminación adecuada y suficiente ventilación","Sector Público","15/04/2008","15/04/2008","15/11/2007","15/11/2007","China","Bilateral","S/N","Donación / No reembolsable"," "," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","12 - Educación y Cultura"," ","Gobierno de Taiwan","Alcaldía de Guaimaca","Alcaldías"," "," ","Alcaldía de Guaimaca","Alcaldías",""," ","Sub-national","R08 - Valles de Olancho","Guaimaca","","5163.776"
"TAIW012","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/05/2013","El objetivo de este proyecto es proveer a la Televisión Educativa Nacional de una Unidad Móvil.","S/N (Gobierno de Taiwan)","Dotar a la Televisión Nacional con una unidad móvil para el fomento de la educación. Equipamiento visual para la utilización efectiva de las Cámaras de la unidad móvil, Equipo Interior de la unidad móvil y Vehículo.","Sector Público","","","01/03/2011","10/09/2010","China","Bilateral","S/N","Donación / No reembolsable"," "," ","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado"," ","Gobierno de Taiwan","Televisión Nacional de Honduras","Gobierno"," "," ","Televisión Nacional de Honduras","Gobierno",""," ","Country/National"," "," ","","100000"
"87171345077","María Felix Amador (famador@seplan.gob.hn)","04/10/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/05/2013","","[Fondos OEI-España] (Organización de Estados Iberoamericanos)","","Autoadministrado por Socio al Desarrollo","08/06/2013","","08/06/2012","08/06/2012","España","Bilateral","[Fondos OEI-España]","Donación / No reembolsable","112 - Educación básica"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","12 - Educación y Cultura"," ","Organización de Estados Iberoamericanos","Organización de Estados Iberoamericanos","España"," "," ","Organización de Estados Iberoamericanos","España",""," ","Country/National"," "," ","S/N","4959.2"
"UNES003","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/05/2013","Lograr que las personas con discapacidades merjan a la luz pública a través de acciones de capacitación, formación, publicaciones, reuniones, conferencias y otros eventos, beneficiandoa las personas con discapacidad de todo el país.","S/N (Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura)","Insertar en la sociedad, programas efectivos de Educación,formación, incidencia política que, vaya haciendo visible este grupo de compatriotas para su participación activa y efectiva en la toma de decisiones para su desarrollo personal yel Desarrollo del país en general.","Autoadministrado por Socio al Desarrollo","","","01/06/2011","21/09/2011","Naciones Unidas","Multilateral","S/N","Donación / No reembolsable","111 - Educación, nivel sin especificar","11110 - Política educativa y gestión","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","12 - Educación y Cultura"," ","Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura","Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura","Naciones Unidas"," "," "," "," ",""," ","Sub-national"," - R11 - El Paraíso
 - R12 - Región Centro
 - R14 - Región Lempa
 - R16 - Región de Santa Bárbara"," - Danlí
 - Distrito Central
 - Intibucá
 - Santa Bárbara","","25000"
"87171352877"," ","12/07/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/05/2013","","1268-07 (Agencia Española de Cooperación Internacional para el Desarrollo)","","Sector Público","","","25/10/2007","25/10/2007","España","Bilateral","1268-07"," - Donación / No reembolsable
 - Intereses Devengados","16010 - Servicios de asistencia social"," "," - 1 - PROMOCIÓN Y PROTECCIÓN HUMANA
 - 3 - AGROFORESTAL Y TURISMO"," - 14 - Protección Social
 - 32 - Recursos Forestal y Ambiente"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Secretaría Técnica de Planificación y Cooperación Externa","Gobierno"," "," "," "," ","25/01/2010"," ","Sub-national","R03 - Occidente"," ","","530705"
"AECD077","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/05/2013","Fortalecida la Gobernabilidad Democrática Local en Honduras","2805-09 (Agencia Española de Cooperación Internacional para el Desarrollo)","Mejorar las capacidades de los Gobiernos Locales Hondureños en el sector de Gobernabilidad Democrática","Sector Privado","","","19/02/2010","19/02/2010","España","Bilateral","2805-09"," - Donación / No reembolsable
 - Intereses Devengados","151 - Gobierno y sociedad civil, generales","15140 - Administración pública","4 - FORTALECIMIENTO INSTITUCIONAL","43 - Defensa y Seguridad"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Asociación de Municipios de Honduras","ONG Local"," "," "," "," ",""," ","Country/National"," "," ","","1714442"
"87171352906"," ","13/07/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/05/2013","","1876-07 (Agencia Española de Cooperación Internacional para el Desarrollo)","","Sector Público","08/08/2009","","08/02/2008","08/02/2008","España","Bilateral","1876-07"," - Donación / No reembolsable
 - Intereses Devengados","33210 - Política del turismo y gerencia administrativa"," ","3 - AGROFORESTAL Y TURISMO","33 - Actividad Turistica"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Secretaría de Turismo","Gobierno"," "," ","Secretaría de Turismo","Gobierno",""," ","Sub-national"," - R03 - Occidente
 - R14 - Región Lempa"," - Belén
 - Gracias
 - San Manuel Colohete
 - San Marcos de Caiquin
 - San Sebastián","","810541"
"AECD058","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/05/2013","","2784-09 (Agencia Española de Cooperación Internacional para el Desarrollo)","","Sector Público","","","22/03/2010","22/03/2010","España","Bilateral","2784-09","Donación / No reembolsable","151 - Gobierno y sociedad civil, generales","15130 - Desarrollo legal y judicial","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Universidad Autónoma de Honduras","Gobierno"," "," ","Universidad Autónoma de Honduras","Gobierno",""," ","Sub-national","R12 - Región Centro","Distrito Central","","198040"
"87171352834"," ","12/07/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/05/2013","","1170-06 (Agencia Española de Cooperación Internacional para el Desarrollo)","","Sector Público","","","26/01/2007","26/01/2007","España","Bilateral","1170-06"," - Donación / No reembolsable
 - Intereses Devengados","33210 - Política del turismo y gerencia administrativa"," ","3 - AGROFORESTAL Y TURISMO","33 - Actividad Turistica"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Secretaría de Turismo","Gobierno"," "," "," "," ","26/12/2008"," ","Sub-national"," - R03 - Occidente
 - R14 - Región Lempa"," - Belén
 - Gracias
 - San Manuel Colohete
 - San Marcos de Caiquin
 - San Sebastián","","438463"
"AECD103","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/05/2013","","PIFTE 2010-1 (Agencia Española de Cooperación Internacional para el Desarrollo)","Financiación de la formación especializada de técnicos y profesionales en los centros de formación de Antigua, Guatemala.","Sector Público","","","15/03/2010","15/03/2010","España","Bilateral","PIFTE 2010-1"," - Donación / No reembolsable
 - Intereses Devengados","151 - Gobierno y sociedad civil, generales","15110 - Política de sector público y gerencia administrativa","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Secretaría Técnica de Planificación y Cooperación Externa","Gobierno"," "," "," "," ",""," ","Country/National"," "," ","","148573"
