"Project_ID","PROYECTO","OBJETIVO","MODALIDAD","ENTIDADES RESPONSABLES","MONEDA","APORTE NACIONAL","APORTE INTERNACIONAL","BENEFICIARIOS","TERRITORIOS","MUNICIPIOS","TIPO DE COOPERACION"
"COL61","Dise?o, planificaci?n e implantaci?n de una maestr?a oficial en cultura pol?tica, participaci?n ciudadana y cohesi?n social. PCI2011","Diseño, planificación e implantación de una maestría oficial en cultura política, participación ciudadana y cohesión social","Cooperación Técnica","U. CARTAGENA","US Dolar","0","67.210,00","INSTITUCIONES","BOLIVAR","CARTAGENA","BILATERALES"
"COL62","Apoyo a la implementaci?n de la ley restituci?n de tierras","Fortalecer la capacidad institucional del Ministerio de Agricultura y Desarollo Rural y del Ministerio de Educación en temas referentes a la implementación de la política integral de tierras, a la política de educación rural y a la política ciencia, innovación y tecnología en el sector agropecuario.","Cooperación Financiera","NO ESPECIFICA","US Dolar","0","25.750,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","BILATERALES"
"COL63","LoU South. Asistencia t?cnica proporcionada por el el FMI - Modernizaci?n de la deuda y manejo del tesoro .","La Secretaría del Estado Suizo para los Asuntos Económicos -SECO- ha financiado la asistencia técnica proporcionada por el Fondo Monetario Internacional (FMI) en sus países prioritarios desde 1998 por medio de una cuenta fiduciaria y una Carta de Entendimiento. En el caso de Colombia (nuevo país prioritario), el primer componente de la asistencia técnica proporcionada por el FMI ha sido aprobado recientemente (julio 2010) para el tema de la Modernización de la deuda y manejo del tesoro.","Cooperación Técnica","MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO","US Dolar","0","947.774,00","INSTITUCIONES","AMBITO NACIONAL","","BILATERALES"
"COL64","IDB Quick Trade Response Window. Mecanismo de respuesta r?pida para atender asuntos relacionados con el comercio.","Suiza contribuirá al Fondo de Ayuda para el Comercio del Banco Interamericano de Desarrollo (BANCO INTERAMERICANO DE DESARROLO - BID), el cual financia un mecanismo de movilización rápida de consultores. Este programa busca fortalecer las capacidades institucionales del Ministerio de Industria y Comercio y otras instituciones públicas para la implementación y administración de los TLC","Cooperación Financiera","NO ESPECIFICA","US Dolar","0","1.050.000,00","INSTITUCIONES","AMBITO NACIONAL","","BILATERALES"
"COL65","Swiss-World Bank partnership on Fiscal Risk Management. CAT Risk","El programa responde a la preocupación creciente entre los diferentes países sobre los altos costos que implica la materialización de riesgos fiscales y el interés existente en fortalecer la capacidad del sector público para gestionarlos. El programa pretende por lo tanto apoyar a los países prioritarios de la SECO en lograr una mejor gestión de sus riesgos fiscales y así fortalecer su capacidad de resistencia frente a la crisis. La asistencia técnica provista por el Banco Mundial se enfocará en dos fuentes principales de riesgo fiscal: la deuda pública y los desastres naturales.","Cooperación Financiera","NO ESPECIFICA","US Dolar","0","8.600.000,00","INSTITUCIONES","AMBITO NACIONAL","","BILATERALES"
"COL66","PROYECTO DE FORTALECIMIENTO DE LA GESTI?N DE FINANZAS P?BLICAS EN COLOMBIA","El proyecto busca apoyar las actividades de las entidades concernidas en relación con la gestión de finanzas públicas en Colombia, con lo cual se espera contribuir con el logro del objetivo fundamental del Gobierno de Colombia de generar condiciones económicas para reducir la pobreza, aumentar el empleo y mejorar la seguridad de todos los colombianos.","Cooperación Técnica","MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO","US Dolar","1.500.000,00","7.500.000,00","INSTITUCIONES, POBLACIÓN EN GENERAL","AMBITO NACIONAL","","BILATERALES"
"COL67","Fortalecimiento Institucional de la Capacidad Nacional Colombiana de Acci?n contra Minas PAICMA -DCI-ALA/2010/022-250-","Contribuir hacia el desarrollo regional por la libre movilización de las personas y un mejor entendimiento de la situación de las minas terrestres.","Cooperación Financiera","PRESIDENCIA DE LA REPUBLICA","US Dolar","1.656.000,00","7.800.000,00","VICTIMAS DE LA VIOLENCIA, POBLACIÓN EN GENERAL","AMBITO NACIONAL","","BILATERALES"
"COL68","Fortalecimiento institucional de la capacidad colombiana para aumentar la integridad y la transparencia","El Estado Colombiano ha aumentado su integridad y rendición de cuentas en todas las esferas del Estado, fortaleciendo el buen gobierno en la gestión de los asuntos públicos, el imperio de la ley y la capacidad para prevenir y combatir más eficazmente la corrupción, incluyendo la recuperación de activos.","Cooperación Financiera","NO ESPECIFICA","US Dolar","1.066.000,00","10.660.000,00","INSTITUCIONES","AMBITO NACIONAL","","BILATERALES"
"COL69","Construcci?n de un centro comunitario en Planadas de Mosquera","Fortalecer los procesos de convivencia entre los habitantes de Planadas de Mosquera","Cooperación Financiera","NO ESPECIFICA","US Dolar","0","11.245,00","POBLACIÓN EN GENERAL","CUNDINAMARCA","MOSQUERA","BILATERALES"
"COL70","Aporte al proceso de Paz en Colombia: por medio de la construcci?n de una red en la poblaci?n rural, para su participaci?n en procesos de acceso, legalizaci?n y restituci?n de tierras y desarrollo rural en la regi?n caribe colombiana.","Formación de una red pluralista, autónoma y sostenible, que represente los intereses de la población rural en la región caribe y que contribuya a la superación del conflicto armado en Colombia, capacitándola y asesorándola para permitir su participación activa en los procesos de desarrollo rural con enfoque territorial.","Cooperación Financiera","FUNDACION EVOLUCIÓN CARIBE","US Dolar","0","161.200,00","CAMPESINOS","ATLÁNTICO, CESAR, CÓRDOBA, MAGDALENA, BOLIVAR","","BILATERALES"
"COL71","Sembrando Paz II - FORTALECIMIENTO Y EXPANCI?N DE UN PROGRAMA PILOTO DE EDUCACI?N EN ALTERNANCIA EN EL MEDIO RURAL","Sembrando Paz II - FORTALECIMIENTO Y EXPANCIÓN DE UN PROGRAMA PILOTO DE EDUCACIÓN EN ALTERNANCIA EN EL MEDIO RURAL","Cooperación Técnica","ACTEC","US Dolar","0","67.305,50","POBLACIÓN EN GENERAL","CUNDINAMARCA, BOYACÁ","","BILATERALES"
"COL72","Asistencia a v?ctimas civiles sobrevivientes de minas antipersona, con un enfoque sobre ni?os, ni?as y j?venes en Colombia.","Asegurar que los sobrevivientes, particularmente niños, niñas y jóvenes, que se encuentran discapacitados y excluidos deBANCO INTERAMERICANO DE DESARROLO - BIDo a su afectación, puedan beneficiar de los servicios a los que legalmente tienen derecho y de esta manera apoyar su recuperación y reintegración socio - económica a la sociedad colombiana. Asegurar que funcionarios gubernamentales y no gubernamentales adquieran mejores conocimientos de la legislación colombiana de atención a víctimas y generen mejores mecanismos de coordinación para asegurar que los sobrevivientes tengan acceso a los servicios requeridos.","Cooperación Financiera","HANDICAP INTERNATIONAL COLOMBIA","US Dolar","0","289.570,40","INFANCIA Y ADOLESCENCIA, INSTITUCIONES","CAQUETÁ, NORTE DE SANTANDER, SANTANDER, CÓRDOBA, ANTIOQUIA, BOLIVAR, ARAUCA, META, CAUCA, NARIÑO","","BILATERALES"
"COL73","Iniciativa de consolidaci?n y mejoramiento de la calidad de vida (CELI) - Regiones del Norte y el Sur","Apoyar al Gobierno de Colombia en la implementación del Plan Nacional de Consolidación en las zonas norte y sur del pais.","Cooperación Técnica","USAID","US Dolar","4.478.513,00","17.914.050,00","POBLACIÓN EN GENERAL","NORTE DE SANTANDER, CÓRDOBA, ANTIOQUIA, PUTUMAYO, NARIÑO","","BILATERALES"
"COL74","Iniciativa de consolidaci?n y mejoramiento de la calidad de vida (CELI) - Regi?n Central","Apoyar al Gobierno de Colombia en la implementación del Plan Nacional de Consolidación en la region central del pais.","Cooperación Técnica","USAID","US Dolar","4.789.749,00","19.158.996,83","POBLACIÓN EN GENERAL","CAQUETÁ, BOGOTÁ D.C., VALLE DEL CAUCA, META, TOLIMA, CAUCA","","BILATERALES"
"COL75","Iniciativa de Consolidaci?n y mejoramiento de la calidad de vida (CELI) ? Montes de Maria","El Proyecto apoya al Gobierno de Colombia en la implementacion del Plan Nacional de Consolidación en la región de los Montes de María.","Cooperación Técnica","USAID","US Dolar","7.464.188,00","29.856.750,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL, BOLIVAR, SUCRE","","BILATERALES"
"COL76","Desmovilizaci?n y reintegraci?n","El Proyecto apoya a la Agencia Colombiana para la Reintegración (ACR) en brindar justicia y reparación a las víctimas del conflicto colombiano a través del proceso judicial establecido en la Ley 975 de 2005.","Cooperación Técnica","USAID","US Dolar","1.470.041,00","5.897.308,81","VICTIMAS DE LA VIOLENCIA","CAQUETÁ, NORTE DE SANTANDER, ATLÁNTICO, CALDAS, CESAR, CÓRDOBA, AMBITO NACIONAL, BOGOTÁ D.C., HUILA, MAGDALENA, ANTIOQUIA, BOLIVAR, ARAUCA, CUNDINAMARCA, PUTUMAYO, CASANARE, META, BOYACÁ, CAUCA, CHOCÓ, NARIÑO","","BILATERALES"
"COL77","Programa de V?ctimas","El Programa apoya la implementación de la Ley de Víctimas y Restitución de Tierras que le da derecho a las víctimas del conflicto armado colombiano a recibir asistencia integral y reparación por parte del Estado Colombiano, como primer paso hacia la reconciliación nacional.","Cooperación Técnica","USAID","US Dolar","1.250.000,00","6.250.000,00","VICTIMAS DE LA VIOLENCIA","CAQUETÁ, CÓRDOBA, BOLIVAR, ANTIOQUIA, CHOCÓ, SUCRE, NARIÑO, CAUCA","","BILATERALES"
"COL78","Fondo para la Promoci?n de la Convivencia - Recursos 2009","Fortalecer las capacidades nacionales y territoriales para construir la convivencia pacifica sobre la base del reconocimiento de los derechos humanos, el restablecimiento de los derechos de las víctimas y la promoción de la reintegración social, económica y cultural de la población desmovilizada con un enfoque comunitario y diferencial","Cooperación Financiera","PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO - PNUD-PROGRAMA DE LAS NACIONES UNIDAS - UNDP","US Dolar","0","866.666,67","VICTIMAS DE LA VIOLENCIA, DESMOVILIZADOS","CESAR, AMBITO NACIONAL, ANTIOQUIA","PUEBLO BELLO, EL COPEY, VALLEDUPAR, BOSCONIA, SAN CARLOS","BILATERALES"
"COL79","Casa de la Memoria para la ciudad de Medell?n - apoyo al componente estructural. Fase II","Promover la reconstrucción y difusión de la memoria histórica del conflicto armado, mediante la construcción y puesta en funcionamiento de una Casa de la Memoria en la ciudad de Medellín.","Cooperación Técnica","ALC MEDELLIN","US Dolar","0","390.000,00","VICTIMAS DE LA VIOLENCIA","ANTIOQUIA","MEDELLIN","BILATERALES"
"COL80","MAMA EN ACCI?N: FORMACI?N DE EMPLEO PARA MADRES ADOLESCENTES DE CARTAGENA","MAMA EN ACCIÓN: FORMACIÓN DE EMPLEO PARA MADRES ADOLESCENTES DE CARTAGENA","Cooperación Técnica","FUNDACION JUAN FELIPE GÓMEZ ESCOBAR","US Dolar","0","118.807,00","MUJERES","BOLIVAR","","BILATERALES"
"COL81","LA PAZ M?S ALL? DE LA PAZ: GOBIERNOS LOCALES PREPARADOS PARA UN ESCENARIO DE POSTCONFLICTO","Dotar a los gobiernos locales colombianos de instrumentos para la formulación e implementación de políticas públicas que contribuyan a la construcción de paz en el territorio.","Cooperación Técnica","FEDERACION COLOMBIANA DE MUNICIPIOS - FCM","US Dolar","0","124.855,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","BILATERALES"
"COL82","Forum Syd Colombia","Apoyo al Programa de Forum Syd UNV, el cual promueve y proteje los derechos humanos de personas afectadas por el conflicto armado en Colombia a través de alianzas con socios nacionales e internacionales, advocacy y apoyo al OACNUDH (talento humano y pequenos proyectos).","Cooperación Financiera","FORUMSYD","US Dolar","0","264.187,86","VICTIMAS DE LA VIOLENCIA","SANTANDER, BOGOTÁ D.C., ANTIOQUIA, CUNDINAMARCA, PUTUMAYO, CHOCÓ, NARIÑO","MOCOA, PASTO, BARRANCABERMEJA, SOACHA, QUIBDO, APARTADO","BILATERALES"
"COL83","Defensor?a del Pueblo","Proteccion de los derechos humanos en zonas altamente afectadas por el conflicto armado interno, con un enfoque en prevención, atención y protección de individuos y grupos especialmente expuestos, y desarrollo de capacidades y capacitaciones en derechos humanos a nivel comunitario, para aumentar la participacion en políticas píblicas y desarrollo local.","Cooperación Financiera","DEFENSORÍA DEL PUEBLO","US Dolar","0","5.753.425,00","ORGANIZACIONES SOCIALES, INSTITUCIONES","AMBITO NACIONAL","","BILATERALES"
"COL84","FOS, the Fund for Strengthening Colombian Civil Society in Peace, Human Rights and Democracy","Fortalecimiento de iniciativas de construcción de paz de la sociedad civil para contribuir a lograr una solución negociada al conflicto interno armado mediante un proceso participatorio con plena protección de DDHH en un ambiente caracterizado de estado de derecho y buena gobernabilidad.","Cooperación Financiera","FORUMSYD","US Dolar","0","8.765.240,00","ORGANIZACIONES SOCIALES, VICTIMAS DE LA VIOLENCIA","AMBITO NACIONAL","","BILATERALES"
"COL85","Ruta por la Vida: Construcci?n colectiva por la paz, los derechos humanos, la reconciliaci?n y la consolidaci?n del estado social de derechos en la regi?n de los Montes de Mar?a","Fortalecer iniciativas que generen un clima que conduzca a la paz en el nivel regional y local, priorizando mujeres como agentes de paz, a través de actividades y creando propuestas regionales, locales y al Gobierno nacional.","Cooperación Financiera","NO ESPECIFICA","US Dolar","0","774.894,00","POBLACIÓN EN GENERAL, ORGANIZACIONES SOCIALES","AMBITO NACIONAL","AMBITO NACIONAL","BILATERALES"
"COL86","""De V?ctimas a Constructoras de Paz"" Promoci?n de la Paz y la Reconciliaci?n con Mujeres de 9 municipios del Occidente del Departamento de Antioquia","Fortalecer iniciativas que generen un clima que conduzca a la paz en el nivel regional y local, priorizando mujeres como agentes de paz, a través de actividades y creando propuestas regionales, locales y al Gobierno nacional.","Cooperación Financiera","CORP. PARA LA PARTICIPACION CIUDADANA - CONCIUDADANIA","US Dolar","0","1.157.784,00","MUJERES, ORGANIZACIONES SOCIALES","ANTIOQUIA","BURITICA, SAN JERONIMO, GIRALDO, SOPETRAN, SANTAFE DE ANTIOQUIA, CAÑASGORDAS, FRONTINO, URAMITA","BILATERALES"
"COL87","Fortalecimiento de los lideres constructores de paz y de sus planes de acci?n desde la Escuela de Formaci?n en Construcci?n de Paz","Fortalecer iniciativas que generen un clima que conduzca a la paz en el nivel regional y local, priorizando mujeres como agentes de paz, a través de actividades y creando propuestas regionales, locales y al Gobierno nacional.","Cooperación Financiera","INST. DE ESTUDIOS PARA EL DESARROLLO Y LA PAZ - INDEPAZ","US Dolar","0","296.283,00","ORGANIZACIONES SOCIALES","BOGOTÁ D.C., VALLE DEL CAUCA, NARIÑO, CAUCA","","BILATERALES"
"COL88","Programa Colombia Diakonia","Contribuir a la construcción de paz con amplia participación social en especial de pueblos indígenas, comunidades afrocolombianas y campesinas, jóvenes, mujeres, población LGBTI, defensores/as de derechos humanos, comunicadores y víctimas del conflicto como parte de la consolidación de la Democracia y el Estado Social de Derecho.","Cooperación Financiera","DIAKONIA","US Dolar","0","992.022,20","LGTB","SANTANDER, AMBITO NACIONAL, BOLIVAR, CAUCA, CHOCÓ","","BILATERALES"
"COL89","Programa Suizo para la Promoci?n de la Paz SUIPPCOL - Ruta Pac?fica.","La Ruta Pacifica de las Mujeres y la Red de Iniciativas y Comunidades de Paz desde la Base, en alianza con otros actores institucionales y de la sociedad civil, contribuyen con propuestas para la construcción de paz con un enfoque interétnico y diferencial en eventuales escenarios de negociación política del conflicto.","Cooperación Técnica","CARITAS SUIZA","US Dolar","0","1.326.000,00","ORGANIZACIONES SOCIALES","AMBITO NACIONAL","","BILATERALES"
"COL90","Desarrollo Regional, Paz y Estabilidad.","Fortalecer condiciones para el desarrollo, la paz y la reconciliación, mediante procesos que promuevan el desarrollo humano, territorial, alternativo y socioeconómico.","Cooperación Financiera","DEP. PARA LA PROSPERIDAD SOCIAL - DPS","US Dolar","7.844.000,00","33.800.000,00","VICTIMAS DE LA VIOLENCIA","AMBITO NACIONAL","","BILATERALES"
